year/country,ISO Code,Year,Urban_Population,Tax%
Honduras1993,HND,1993,41.943,3.874317
Honduras1994,HND,1994,42.441,3.075627
Honduras1995,HND,1995,42.941,4.132305
Honduras1996,HND,1996,43.442,3.35024
Honduras1997,HND,1997,43.944,3.134398
Honduras1998,HND,1998,44.447,3.701015
Honduras1999,HND,1999,44.952,3.101964
Honduras2000,HND,2000,45.458,2.725636
Honduras2001,HND,2001,45.964,2.986927
Honduras2002,HND,2002,46.61,2.938831
Honduras2003,HND,2003,47.267,3.093868
Honduras2004,HND,2004,47.927,3.64694
Honduras2005,HND,2005,48.585,3.834838
Honduras2006,HND,2006,49.245,4.486931
Honduras2007,HND,2007,49.905,5.071589
Honduras2008,HND,2008,50.566,5.016253
Honduras2009,HND,2009,51.225,4.536048
Honduras2010,HND,2010,51.885,4.42428
Honduras2011,HND,2011,52.543,4.978002
Honduras2012,HND,2012,53.202,4.78785
Honduras2013,HND,2013,53.858,5.139515
Honduras2014,HND,2014,54.514,5.145071
Honduras2015,HND,2015,55.165,5.49994
Honduras2016,HND,2016,55.813,5.979166
Honduras2017,HND,2017,56.457,6.166062
Hong Kong1993,HKG,1993,100,7.028833
Hong Kong1994,HKG,1994,100,7.078343
Hong Kong1995,HKG,1995,100,6.918526
Hong Kong1996,HKG,1996,100,6.797215
Hong Kong1997,HKG,1997,100,6.665599
Hong Kong1998,HKG,1998,100,5.790669
Hong Kong1999,HKG,1999,100,5.203468
Hong Kong2002,HKG,2002,100,5.538101
Hong Kong2003,HKG,2003,100,6.325527
Hong Kong2004,HKG,2004,100,7.258742
Hong Kong2005,HKG,2005,100,7.824024
Hong Kong2006,HKG,2006,100,7.587378
Hong Kong2007,HKG,2007,100,8.025959
Hong Kong2008,HKG,2008,100,8.510455
Hong Kong2009,HKG,2009,100,7.322969
Hong Kong2010,HKG,2010,100,7.971427
Hong Kong2011,HKG,2011,100,9.20969
Hong Kong2012,HKG,2012,100,8.878535
Hong Kong2013,HKG,2013,100,8.511508
Hong Kong2014,HKG,2014,100,8.832591
Hong Kong2015,HKG,2015,100,8.560302
Hong Kong2016,HKG,2016,100,8.158611
Hungary1991,HUN,1991,65.713,12.298595
Hungary1992,HUN,1992,65.587,9.663484
Hungary1993,HUN,1993,65.461,9.364819
Hungary1994,HUN,1994,65.335,8.971228
Hungary1995,HUN,1995,65.209,8.544209
Hungary1996,HUN,1996,65.083,8.672432
Hungary1997,HUN,1997,64.956,8.201296
Hungary1998,HUN,1998,64.829,8.358863
Hungary1999,HUN,1999,64.702,8.938134
Hungary2000,HUN,2000,64.575,9.34392
Hungary2001,HUN,2001,64.67,9.63934
Hungary2002,HUN,2002,65.081,9.823861
Hungary2003,HUN,2003,65.489,9.176051
Hungary2004,HUN,2004,65.896,8.694385
Hungary2005,HUN,2005,66.365,8.606686
Hungary2006,HUN,2006,66.895,8.940353
Hungary2007,HUN,2007,67.421,9.888506
Hungary2008,HUN,2008,67.943,10.178113
Hungary2009,HUN,2009,68.46,9.488048
Hungary2010,HUN,2010,68.911,7.708387
Hungary2011,HUN,2011,69.358,6.220211
Hungary2012,HUN,2012,69.678,6.91519
Hungary2013,HUN,2013,69.953,6.699623
Hungary2014,HUN,2014,70.227,6.873938
Hungary2015,HUN,2015,70.5,7.063786
Hungary2016,HUN,2016,70.779,7.567674
Hungary2017,HUN,2017,71.062,6.860672
Iceland1980,ISL,1980,88.26,7.349639
Iceland1981,ISL,1981,88.533,7.077019
Iceland1982,ISL,1982,88.8,7.128811
Iceland1983,ISL,1983,89.062,6.703347
Iceland1984,ISL,1984,89.319,6.815729
Iceland1985,ISL,1985,89.57,6.236351
Iceland1986,ISL,1986,89.816,6.801679
Iceland1987,ISL,1987,90.057,6.410673
Iceland1988,ISL,1988,90.294,8.08848
Iceland1989,ISL,1989,90.524,8.342834
Iceland1990,ISL,1990,90.75,8.988888
Iceland1991,ISL,1991,90.932,8.91985
Iceland1992,ISL,1992,91.112,9.310343
Iceland1993,ISL,1993,91.287,9.943742
Iceland1994,ISL,1994,91.46,10.061014
Iceland1995,ISL,1995,91.63,10.475092
Iceland1996,ISL,1996,91.797,11.047359
Iceland1997,ISL,1997,91.96,11.306637
Iceland1998,ISL,1998,92.121,12.711272
Iceland1999,ISL,1999,92.267,13.838413
Iceland2000,ISL,2000,92.401,14.335819
Iceland2001,ISL,2001,92.532,14.798719
Iceland2002,ISL,2002,92.662,14.642063
Iceland2003,ISL,2003,92.789,15.365919
Iceland2004,ISL,2004,92.914,15.419415
Iceland2005,ISL,2005,93.037,17.014205
Iceland2006,ISL,2006,93.159,17.681195
Iceland2007,ISL,2007,93.278,17.514783
Iceland2008,ISL,2008,93.395,16.730192
Iceland2009,ISL,2009,93.511,14.738339
Iceland2010,ISL,2010,93.574,14.32778
Iceland2011,ISL,2011,93.587,15.18025
Iceland2012,ISL,2012,93.6,15.378932
Iceland2013,ISL,2013,93.633,16.109393
Iceland2014,ISL,2014,93.667,17.384329
Iceland2015,ISL,2015,93.7,16.607991
Iceland2017,ISL,2017,93.773,18.196671
India1980,IND,1980,23.098,2.037898
India1981,IND,1981,23.417,2.169978
India1982,IND,1982,23.647,2.095846
India1983,IND,1983,23.879,1.908995
India1984,IND,1984,24.113,1.81403
India1985,IND,1985,24.348,1.876183
India1986,IND,1986,24.585,1.864182
India1987,IND,1987,24.823,1.800326
India1988,IND,1988,25.063,1.980119
India1989,IND,1989,25.305,1.947092
India1990,IND,1990,25.547,1.826814
India1991,IND,1991,25.778,2.20946
India1992,IND,1992,25.984,2.259778
India1993,IND,1993,26.191,2.232893
India1994,IND,1994,26.399,2.548606
India1995,IND,1995,26.607,2.711284
India1996,IND,1996,26.817,2.713565
India1997,IND,1997,27.028,2.436539
India1998,IND,1998,27.24,2.552599
India1999,IND,1999,27.453,2.845047
India2000,IND,2000,27.667,3.117231
India2001,IND,2001,27.918,2.920481
India2002,IND,2002,28.244,3.263104
India2003,IND,2003,28.572,3.693538
India2004,IND,2004,28.903,4.072346
India2005,IND,2005,29.235,4.388351
India2006,IND,2006,29.569,5.234095
India2007,IND,2007,29.906,6.253527
India2008,IND,2008,30.246,5.674646
India2009,IND,2009,30.587,5.666712
India2010,IND,2010,30.93,5.624605
Indonesia1992,IDN,1992,32.703,8.208038
Indonesia1993,IDN,1993,33.808,6.842009
Indonesia1994,IDN,1994,34.933,6.994386
Indonesia1995,IDN,1995,36.076,6.749576
Indonesia1996,IDN,1996,37.235,7.334991
Indonesia1997,IDN,1997,38.406,8.563517
Indonesia1998,IDN,1998,39.593,8.425494
Indonesia1999,IDN,1999,40.792,8.892828
Indonesia2000,IDN,2000,42.002,8.172966
Indonesia2014,IDN,2014,52.635,4.3426
Indonesia2015,IDN,2015,53.313,4.79771
Indonesia2016,IDN,2016,53.989,5.079937
Indonesia2017,IDN,2017,54.659,4.760308
Iran2015,IRN,2015,73.358,3.643955
Iran2016,IRN,2016,73.88,3.671348
Ireland1980,IRL,1980,55.333,11.181862
Ireland1981,IRL,1981,55.634,11.497169
Ireland1982,IRL,1982,55.794,11.332189
Ireland1983,IRL,1983,55.955,11.410321
Ireland1984,IRL,1984,56.115,11.958122
Ireland1985,IRL,1985,56.275,11.744826
Ireland1986,IRL,1986,56.427,12.528528
Ireland1987,IRL,1987,56.553,13.20647
Ireland1988,IRL,1988,56.678,14.129967
Ireland1989,IRL,1989,56.804,11.789679
Ireland1990,IRL,1990,56.929,12.637105
Ireland1991,IRL,1991,57.073,13.261502
Ireland1992,IRL,1992,57.293,13.615015
Ireland1993,IRL,1993,57.512,14.119196
Ireland1994,IRL,1994,57.731,14.581132
Ireland1995,IRL,1995,57.949,12.808084
Ireland1996,IRL,1996,58.173,13.294998
Ireland1997,IRL,1997,58.419,13.296995
Ireland1998,IRL,1998,58.664,13.084412
Ireland1999,IRL,1999,58.91,13.42847
Ireland2000,IRL,2000,59.155,13.426739
Ireland2001,IRL,2001,59.399,12.276487
Ireland2002,IRL,2002,59.649,11.167695
Ireland2003,IRL,2003,59.925,11.459959
Ireland2004,IRL,2004,60.202,11.917
Ireland2005,IRL,2005,60.477,11.798797
Ireland2006,IRL,2006,60.738,12.722416
Ireland2007,IRL,2007,60.94,12.434243
Ireland2008,IRL,2008,61.141,11.259128
Ireland2009,IRL,2009,61.342,10.60776
Ireland2010,IRL,2010,61.542,10.46108
Ireland2011,IRL,2011,61.742,10.717408
Ireland2012,IRL,2012,61.942,11.199121
Ireland2013,IRL,2013,62.141,11.396171
Ireland2014,IRL,2014,62.34,11.457749
Ireland2015,IRL,2015,62.538,9.935963
Ireland2016,IRL,2016,62.737,10.077659
Ireland2017,IRL,2017,62.947,9.963966
Israel1990,ISR,1990,90.359,12.938999
Israel1995,ISR,1995,90.866,12.39759
Israel1996,ISR,1996,90.943,11.914405
Israel1997,ISR,1997,91.009,12.698987
Israel1998,ISR,1998,91.074,12.454859
Israel1999,ISR,1999,91.139,12.298923
Israel2000,ISR,2000,91.203,13.826357
Israel2001,ISR,2001,91.267,13.662931
Israel2002,ISR,2002,91.33,12.020184
Israel2003,ISR,2003,91.393,11.264952
Israel2004,ISR,2004,91.456,11.022481
Israel2005,ISR,2005,91.518,11.435114
Israel2006,ISR,2006,91.58,12.642469
Israel2007,ISR,2007,91.641,12.463911
Israel2008,ISR,2008,91.702,10.540105
Israel2009,ISR,2009,91.763,8.926036
Israel2010,ISR,2010,91.826,8.957092
Israel2011,ISR,2011,91.892,9.20384
Israel2012,ISR,2012,91.96,9.141096
Israel2013,ISR,2013,92.031,9.632582
Israel2014,ISR,2014,92.104,9.470605
Israel2015,ISR,2015,92.179,9.736531
Israel2016,ISR,2016,92.256,9.821864
Israel2017,ISR,2017,92.336,11.556059
Italy1980,ITA,1980,66.64,8.815734
Italy1981,ITA,1981,66.837,10.056275
Italy1982,ITA,1982,66.886,10.9906
Italy1983,ITA,1983,66.866,12.03678
Italy1984,ITA,1984,66.846,11.687285
Italy1985,ITA,1985,66.826,11.802272
Italy1986,ITA,1986,66.806,12.129409
Italy1987,ITA,1987,66.786,12.14472
Italy1988,ITA,1988,66.766,12.179041
Italy1989,ITA,1989,66.746,12.983706
Italy1990,ITA,1990,66.726,13.348702
Italy1991,ITA,1991,66.706,13.354049
Italy1992,ITA,1992,66.742,14.733268
Italy1993,ITA,1993,66.802,15.103373
Italy1994,ITA,1994,66.862,13.507884
Italy1995,ITA,1995,66.922,13.616017
Italy1996,ITA,1996,66.982,13.943101
Italy1997,ITA,1997,67.042,14.714143
Italy1998,ITA,1998,67.102,13.099482
Italy1999,ITA,1999,67.162,13.895263
Italy2000,ITA,2000,67.222,13.468618
Italy2001,ITA,2001,67.282,13.751896
Italy2002,ITA,2002,67.382,12.903089
Italy2003,ITA,2003,67.501,12.402312
Italy2004,ITA,2004,67.62,12.371139
Italy2005,ITA,2005,67.738,12.356232
Italy2006,ITA,2006,67.856,13.363608
Italy2007,ITA,2007,67.974,14.072114
Italy2008,ITA,2008,68.092,14.268043
Italy2009,ITA,2009,68.209,13.684357
Italy2010,ITA,2010,68.327,13.665395
Italy2011,ITA,2011,68.444,13.36948
Italy2012,ITA,2012,68.684,14.308204
Italy2013,ITA,2013,68.979,14.539073
Italy2014,ITA,2014,69.272,13.884647
Italy2015,ITA,2015,69.565,13.723131
Italy2016,ITA,2016,69.855,13.548905
Italy2017,ITA,2017,70.144,13.381327
Jamaica1990,JAM,1990,49.444,11.94389
Jamaica1991,JAM,1991,49.656,10.171273
Jamaica1992,JAM,1992,49.896,8.589826
Jamaica1993,JAM,1993,50.136,8.683046
Jamaica1994,JAM,1994,50.375,9.248498
Jamaica1995,JAM,1995,50.615,9.065439
Jamaica1996,JAM,1996,50.855,8.853814
Jamaica1997,JAM,1997,51.095,8.882709
Jamaica1998,JAM,1998,51.335,9.094504
Jamaica1999,JAM,1999,51.574,9.490982
Jamaica2000,JAM,2000,51.814,10.146504
Jamaica2001,JAM,2001,52.053,9.399081
Jamaica2002,JAM,2002,52.251,9.65647
Jamaica2003,JAM,2003,52.437,11.014883
Jamaica2004,JAM,2004,52.625,11.216892
Jamaica2005,JAM,2005,52.811,9.980993
Jamaica2006,JAM,2006,52.998,10.602803
Jamaica2007,JAM,2007,53.184,11.057008
Jamaica2008,JAM,2008,53.371,11.477426
Jamaica2009,JAM,2009,53.557,11.684255
Jamaica2010,JAM,2010,53.743,10.29755
Jamaica2011,JAM,2011,53.93,9.893762
Jamaica2012,JAM,2012,54.132,9.62162
Jamaica2013,JAM,2013,54.35,9.075213
Jamaica2014,JAM,2014,54.584,8.696805
Jamaica2015,JAM,2015,54.833,9.038722
Jamaica2016,JAM,2016,55.098,8.995444
Jamaica2017,JAM,2017,55.378,8.211137
Japan1980,JPN,1980,76.175,11.550255
Japan1981,JPN,1981,76.273,11.499527
Japan1982,JPN,1982,76.383,11.629523
Japan1983,JPN,1983,76.493,11.90484
Japan1984,JPN,1984,76.603,12.137539
Japan1985,JPN,1985,76.712,12.268024
Japan1986,JPN,1986,76.835,12.572195
Japan1987,JPN,1987,76.962,13.547004
Japan1988,JPN,1988,77.088,13.993809
Japan1989,JPN,1989,77.213,14.375026
Japan1990,JPN,1990,77.339,14.446796
Japan1991,JPN,1991,77.473,13.66848
Japan1992,JPN,1992,77.61,11.763226
Japan1993,JPN,1993,77.746,11.162512
Japan1994,JPN,1994,77.881,10.007124
Japan1995,JPN,1995,78.016,9.951832
Japan1996,JPN,1996,78.145,9.894982
Japan1997,JPN,1997,78.272,9.67401
Japan1998,JPN,1998,78.398,8.594807
Japan1999,JPN,1999,78.523,8.110931
Japan2000,JPN,2000,78.649,8.998986
Japan2001,JPN,2001,79.99,8.596381
Japan2002,JPN,2002,81.647,7.603769
Japan2003,JPN,2003,83.196,7.525328
Japan2004,JPN,2004,84.64,8.051435
Japan2005,JPN,2005,85.978,8.896713
Japan2006,JPN,2006,87.118,9.608322
Japan2007,JPN,2007,88.146,10.000878
Japan2008,JPN,2008,89.103,8.997307
Japan2009,JPN,2009,89.989,7.709748
Japan2010,JPN,2010,90.812,8.001195
Japan2011,JPN,2011,91.069,8.325049
Japan2012,JPN,2012,91.148,8.758757
Japan2013,JPN,2013,91.226,9.446843
Japan2014,JPN,2014,91.304,9.718142
Japan2015,JPN,2015,91.381,9.592852
Japan2016,JPN,2016,91.457,9.412121
Japan2017,JPN,2017,91.535,9.805438
Jordan1983,JOR,1983,64.278,2.574147
Jordan1984,JOR,1984,65.652,2.549738
Jordan1990,JOR,1990,73.291,4.129301
Jordan1991,JOR,1991,74.455,3.136917
Jordan1992,JOR,1992,75.586,3
Jordan1993,JOR,1993,76.68,3.058702
Jordan1994,JOR,1994,77.74,3.135383
Jordan1995,JOR,1995,78.207,3.232874
Jordan1996,JOR,1996,78.22,3.523208
Jordan1997,JOR,1997,78.232,2.91339
Jordan1998,JOR,1998,78.245,2.489127
Jordan1999,JOR,1999,78.258,2.643994
Jordan2000,JOR,2000,78.27,2.683281
Jordan2001,JOR,2001,78.283,3.071036
Jordan2002,JOR,2002,78.296,2.887989
Jordan2003,JOR,2003,78.308,2.702863
Jordan2004,JOR,2004,78.321,2.693239
Jordan2005,JOR,2005,79.485,3.178711
Jordan2006,JOR,2006,80.97,3.854239
Jordan2007,JOR,2007,82.371,4.079631
Jordan2008,JOR,2008,83.692,3.869685
Jordan2009,JOR,2009,84.928,4.521641
Jordan2010,JOR,2010,86.088,3.329069
Jordan2011,JOR,2011,87.172,3.24344
Jordan2012,JOR,2012,88.185,3.089873
Jordan2013,JOR,2013,89.125,2.81887
Jordan2014,JOR,2014,0.9,2.971118
Jordan2015,JOR,2015,90.256,3.18945
Jordan2016,JOR,2016,90.506,3.394538
Jordan2017,JOR,2017,90.747,3.244992
Kazakhstan1998,KAZ,1998,55.986,3.946312
Kazakhstan1999,KAZ,1999,56.025,4.463276
Kazakhstan2000,KAZ,2000,56.098,8.269542
Kazakhstan2001,KAZ,2001,56.171,9.382903
Kazakhstan2002,KAZ,2002,56.244,8.526917
Kazakhstan2003,KAZ,2003,56.317,9.648795
Kazakhstan2004,KAZ,2004,56.39,9.982736
Kenya1987,KEN,1987,16.281,4.11701
Kenya1988,KEN,1988,16.383,4.351394
Kenya1989,KEN,1989,16.485,4.257507
Kenya1990,KEN,1990,16.748,4.302662
Kenya1991,KEN,1991,17.043,4.508269
Kenya1992,KEN,1992,17.342,4.672146
Kenya1993,KEN,1993,17.645,4.372812
Kenya1994,KEN,1994,17.952,6.924746
Kenya1995,KEN,1995,18.263,7.046936
Kenya1996,KEN,1996,18.579,6.202213
Kenya1997,KEN,1997,18.898,5.685776
Kenya1998,KEN,1998,19.222,5.898209
Kenya1999,KEN,1999,19.55,5.472014
Kenya2000,KEN,2000,19.892,5.051976
Kenya2001,KEN,2001,20.239,4.924248
Kenya2002,KEN,2002,20.591,5.065701
Kenya2003,KEN,2003,20.948,5.494683
Kenya2004,KEN,2004,21.31,5.654272
Kenya2005,KEN,2005,21.675,6.258904
Kenya2006,KEN,2006,22.045,5.848295
Kenya2007,KEN,2007,22.42,6.109032
Kenya2008,KEN,2008,22.8,6.651274
Kenya2009,KEN,2009,23.183,6.779876
Kenya2010,KEN,2010,23.571,6.925718
Kenya2011,KEN,2011,23.969,7.307296
Kenya2012,KEN,2012,24.376,7.332462
Kenya2013,KEN,2013,24.794,7.86257
Kenya2014,KEN,2014,25.221,8.321658
Kenya2015,KEN,2015,25.658,8.102235
Kenya2017,KEN,2017,26.562,7.653405
Kiribati2004,KIR,2004,43.532,8.057554
Kiribati2005,KIR,2005,43.551,7.959184
Kiribati2006,KIR,2006,44.03,8.219178
Kiribati2007,KIR,2007,44.866,7.421384
Kiribati2008,KIR,2008,45.706,8.035714
Kiribati2009,KIR,2009,46.547,7.764706
Kiribati2010,KIR,2010,47.39,7.882353
Kiribati2011,KIR,2011,48.235,6.704545
Kiribati2012,KIR,2012,49.082,6.467391
Kiribati2013,KIR,2013,49.927,6.09375
Kiribati2014,KIR,2014,50.773,5.778894
Kuwait1980,KWT,1980,94.781,1.713035
Kuwait1981,KWT,1981,95.67,2.187811
Kuwait1982,KWT,1982,96.414,1.464435
Kuwait1983,KWT,1983,97.034,1.512412
Kuwait1984,KWT,1984,97.551,1.36965
Kuwait1985,KWT,1985,97.903,0.542636
Kuwait1986,KWT,1986,97.917,0.557371
Kuwait1987,KWT,1987,97.932,0.272742
Kuwait1988,KWT,1988,97.946,0.242508
Kuwait1989,KWT,1989,97.96,0.223996
Kuwait1990,KWT,1990,97.974,0.3003
Kuwait1991,KWT,1991,97.988,0.063877
Kuwait1992,KWT,1992,98.002,0.051484
Kuwait1993,KWT,1993,98.016,0.20744
Kuwait1994,KWT,1994,98.029,0.460705
Kuwait1995,KWT,1995,98.096,0.283461
Kuwait1996,KWT,1996,98.325,0.148478
Kuwait1997,KWT,1997,98.527,0.217226
Kuwait1998,KWT,1998,98.705,0.36681
Kuwait1999,KWT,1999,98.862,0.272628
Kuwait2000,KWT,2000,0.99,0.146919
Kuwait2001,KWT,2001,99.908,0.140239
Kuwait2002,KWT,2002,100,0.15532
Kuwait2003,KWT,2003,100,0.182354
Kuwait2004,KWT,2004,100,0.171262
Kuwait2005,KWT,2005,100,0.224624
Kuwait2006,KWT,2006,100,0.19681
Kuwait2007,KWT,2007,100,0.25168
Kuwait2008,KWT,2008,100,0.275114
Kuwait2009,KWT,2009,100,0.400052
Kyrgyzstan1996,KGZ,1996,36.066,2.893162
Kyrgyzstan1997,KGZ,1997,35.785,2.239755
Kyrgyzstan1998,KGZ,1998,35.504,2.610477
Kyrgyzstan1999,KGZ,1999,35.3,2.36214
Kyrgyzstan2000,KGZ,2000,35.298,2.109918
Kyrgyzstan2001,KGZ,2001,35.296,2.717811
Kyrgyzstan2002,KGZ,2002,35.295,2.917723
Kyrgyzstan2003,KGZ,2003,35.293,2.83885
Kyrgyzstan2004,KGZ,2004,35.292,2.797003
Kyrgyzstan2005,KGZ,2005,35.29,3.484673
Kyrgyzstan2006,KGZ,2006,35.289,3.080844
Kyrgyzstan2007,KGZ,2007,35.287,3.057126
Kyrgyzstan2008,KGZ,2008,35.285,3.675156
Kyrgyzstan2009,KGZ,2009,35.284,5.099318
Kyrgyzstan2010,KGZ,2010,35.306,5.949113
Kyrgyzstan2011,KGZ,2011,35.352,5.986944
Kyrgyzstan2012,KGZ,2012,35.423,5.970606
Kyrgyzstan2013,KGZ,2013,35.517,4.846958
Kyrgyzstan2014,KGZ,2014,35.635,4.326494
Kyrgyzstan2015,KGZ,2015,35.777,5.057783
Kyrgyzstan2016,KGZ,2016,35.944,4.671709
Kyrgyzstan2017,KGZ,2017,36.135,4.598191
Laos1994,LAO,1994,16.854,0.84424
Laos1995,LAO,1995,17.378,0.987049
Laos1996,LAO,1996,18.234,0.991172
Laos1997,LAO,1997,19.12,0.793281
Laos1998,LAO,1998,20.039,1.181966
Laos1999,LAO,1999,20.991,1.512092
Laos2000,LAO,2000,21.977,2.151116
Laos2001,LAO,2001,22.993,2.099367
Laos2002,LAO,2002,24.044,1.848281
Laos2003,LAO,2003,25.126,1.526363
Laos2004,LAO,2004,26.242,1.429119
Laos2005,LAO,2005,27.186,1.606977
Laos2006,LAO,2006,27.748,1.745408
Laos2007,LAO,2007,28.316,2.563111
Laos2008,LAO,2008,28.893,3.185755
Laos2009,LAO,2009,29.475,3.153887
Laos2010,LAO,2010,30.064,2.559811
Laos2011,LAO,2011,30.66,2.968243
Laos2012,LAO,2012,31.264,3.602506
Laos2013,LAO,2013,31.872,3.246669
Laos2014,LAO,2014,32.487,2.930786
Laos2015,LAO,2015,33.108,2.82896
Laos2016,LAO,2016,33.736,2.61063
Laos2017,LAO,2017,34.368,2.348152
Latvia1995,LVA,1995,68.75,6.529687
Latvia1996,LVA,1996,68.65,6.631402
Latvia1997,LVA,1997,68.6,7.230367
Latvia1998,LVA,1998,68.451,7.48723
Latvia1999,LVA,1999,68.22,7.41808
Latvia2000,LVA,2000,68.067,7.014058
Latvia2001,LVA,2001,67.95,7.355751
Latvia2002,LVA,2002,67.85,7.407312
Latvia2003,LVA,2003,67.8,6.992003
Latvia2004,LVA,2004,67.9,7.367979
Latvia2005,LVA,2005,0.68,7.29255
Latvia2006,LVA,2006,67.967,7.725465
Latvia2007,LVA,2007,67.9,8.218529
Latvia2008,LVA,2008,67.834,8.975237
Latvia2009,LVA,2009,67.814,6.91654
Latvia2010,LVA,2010,67.841,7.201355
Latvia2011,LVA,2011,67.869,7.00035
Latvia2012,LVA,2012,67.897,7.365946
Latvia2013,LVA,2013,67.925,7.414671
Latvia2014,LVA,2014,67.952,7.456161
Latvia2015,LVA,2015,67.98,7.537858
Latvia2016,LVA,2016,68.021,8.033473
Latvia2017,LVA,2017,68.075,8.154803
Lebanon1993,LBN,1993,84.157,1.333679
Lebanon1994,LBN,1994,84.491,1.6328
Lebanon1995,LBN,1995,84.82,1.057822
Lebanon1996,LBN,1996,85.142,1.258733
Lebanon1997,LBN,1997,85.459,1.402698
Lebanon1998,LBN,1998,85.77,1.541279
Lebanon1999,LBN,1999,85.885,1.969974
Lebanon2000,LBN,2000,0.86,1.919157
Lebanon2001,LBN,2001,86.118,2.360127
Lebanon2002,LBN,2002,86.24,2.52467
Lebanon2003,LBN,2003,86.366,2.630748
Lebanon2004,LBN,2004,86.494,2.848147
Lebanon2005,LBN,2005,86.627,3.232736
Lebanon2006,LBN,2006,86.762,3.508455
Lebanon2007,LBN,2007,86.901,3.488313
Lebanon2008,LBN,2008,87.042,3.550169
Lebanon2009,LBN,2009,87.187,3.438856
Lebanon2010,LBN,2010,87.334,3.539167
Lebanon2011,LBN,2011,87.484,4.010489
Lebanon2012,LBN,2012,87.636,3.773669
Lebanon2013,LBN,2013,87.79,3.541276
Lebanon2014,LBN,2014,87.947,3.839554
Lebanon2015,LBN,2015,88.106,3.832598
Lebanon2016,LBN,2016,88.266,3.903393
Lebanon2017,LBN,2017,88.429,5.2196
Lesotho1982,LSO,1982,11.57,3.99627
Lesotho1983,LSO,1983,11.63,3.473814
Lesotho1984,LSO,1984,11.691,3.500356
Lesotho1985,LSO,1985,11.752,3.877632
Lesotho1986,LSO,1986,11.905,3.411685
Lesotho1987,LSO,1987,12.394,3.836516
Lesotho1988,LSO,1988,12.901,3.640646
Lesotho1989,LSO,1989,13.425,4.097032
Lesotho1990,LSO,1990,13.967,4.106729
Lesotho1991,LSO,1991,14.527,6.623563
Lesotho1992,LSO,1992,15.106,6.618473
Lesotho1993,LSO,1993,15.703,5.737247
Lesotho1994,LSO,1994,16.319,6.959439
Lesotho1995,LSO,1995,16.955,7.325365
Lesotho1996,LSO,1996,17.571,7.078598
Lesotho1997,LSO,1997,18.049,7.124005
Lesotho1998,LSO,1998,18.538,7.346977
Lesotho1999,LSO,1999,19.038,7.331353
Lesotho2000,LSO,2000,19.548,7.412975
Lesotho2001,LSO,2001,20.067,8.068198
Lesotho2002,LSO,2002,20.597,8.268512
Lesotho2003,LSO,2003,21.137,9.870964
Lesotho2004,LSO,2004,21.689,9.63438
Lesotho2005,LSO,2005,22.249,9.007515
Lesotho2006,LSO,2006,22.82,8.442606
Lesotho2007,LSO,2007,23.304,9.027993
Lesotho2008,LSO,2008,23.796,9.92666
Lesotho2009,LSO,2009,24.293,10.922919
Lesotho2010,LSO,2010,24.798,10.86176
Lesotho2011,LSO,2011,25.31,11.580737
Lesotho2012,LSO,2012,25.704,10.396774
Lesotho2013,LSO,2013,26.101,10.558275
Lesotho2014,LSO,2014,26.502,10.44814
Lesotho2015,LSO,2015,26.908,11.244252
Lesotho2016,LSO,2016,27.317,10.856519
Lesotho2017,LSO,2017,27.73,9.815362
Libya1997,LBY,1997,76.114,2.410676
Libya1998,LBY,1998,76.193,2.684755
Libya1999,LBY,1999,76.284,2.02565
Libya2000,LBY,2000,76.387,1.719212
Libya2001,LBY,2001,76.502,1.84593
Libya2002,LBY,2002,76.629,1.945256
Libya2003,LBY,2003,76.768,0.208222
Libya2004,LBY,2004,76.919,0.71762
Libya2005,LBY,2005,77.08,0.641026
Libya2006,LBY,2006,77.253,0.95709
Libya2007,LBY,2007,77.437,1.614152
Libya2008,LBY,2008,77.632,3.088162
Libya2009,LBY,2009,77.837,4.867403
Libya2010,LBY,2010,78.052,2.572818
Libya2011,LBY,2011,78.277,1.176891
Libya2012,LBY,2012,78.512,0.496885
Lithuania1995,LTU,1995,67.285,8.328634
Lithuania1996,LTU,1996,67.225,7.927857
Lithuania1997,LTU,1997,67.166,8.678028
Lithuania1998,LTU,1998,67.106,8.928982
Lithuania1999,LTU,1999,67.046,9.056962
Lithuania2000,LTU,2000,66.986,8.308857
Lithuania2001,LTU,2001,66.919,7.721719
Lithuania2002,LTU,2002,66.828,7.383127
Lithuania2003,LTU,2003,66.737,7.845884
